Question | Wrong Answer | Expected Answer | Option ID
What are the total PHARMACY sales Last Week? | Total sales excluding PHARMACY Last Week. | Total sales in PHARMACY Last Week. | 2
What were my total sales in HBC Last Week? | Total sales in the HBC department Last Complete Week. | Total sales in HBC Last Week. | 2
What are the total sales in HBC Last Week? | Total sales in the HBC department Last Week. | Total sales in HBC Last Week. | 2
What were my total HBC sales Last Week? | Total sales in the HBC department Last Week. | Total sales in HBC Last Week. | 2
What are the total HBC sales Last Week? | Total sales in the HBC department Last Week. | Total sales in HBC Last Week. | 2
What were my total sales in FLORAL LCW? | Total sales LCW. | Total sales in FLORAL LCW. | 2
What are the total sales in FLORAL LCW? | Total sales LCW. | Total sales in FLORAL LCW. | 2
What were my total FLORAL sales LCW? | Total sales excluding FLORAL LCW. | Total sales in FLORAL LCW. | 2
What are the total FLORAL sales LCW? | Total sales excluding FLORAL LCW. | Total sales in FLORAL LCW. | 2
What were my total sales in SEAFOOD LCW? | Total sales excluding SEAFOOD LCW. | Total sales in SEAFOOD LCW. | 2
What are the total sales in SEAFOOD LCW? | Total sales excluding SEAFOOD LCW. | Total sales in SEAFOOD LCW. | 2
What were my total SEAFOOD sales LCW? | Total sales excluding SEAFOOD LCW. | Total sales in SEAFOOD LCW. | 2
What are the total SEAFOOD sales LCW? | Total sales excluding SEAFOOD LCW. | Total sales in SEAFOOD LCW. | 2
What were my total sales in GM LCW? | Total sales excluding GM LCW. | Total sales in GM LCW. | 2
What are the total sales in GM LCW? | Total sales excluding GM LCW. | Total sales in GM LCW. | 2
What were my total GM sales LCW? | Total sales excluding GM LCW. | Total sales in GM LCW. | 2
What are the total GM sales LCW? | Total sales excluding GM LCW. | Total sales in GM LCW. | 2
What were my total sales in PRODUCE LCW? | Total sales LCW. | Total sales in PRODUCE LCW. | 2
What are the total sales in PRODUCE LCW? | Total sales LCW. | Total sales in PRODUCE LCW. | 2
What were my total PRODUCE sales LCW? | Total sales LCW. | Total sales in PRODUCE LCW. | 2
What are the total PRODUCE sales LCW? | Total sales LCW. | Total sales in PRODUCE LCW. | 2
What were my total sales in DELI LCW? | Total sales in store Delhi LCW. | Total sales in DELI LCW. | 2
What are the total sales in DELI LCW? | Total sales in store Delhi LCW. | Total sales in DELI LCW. | 2
What were my total DELI sales LCW? | Total sales in the DELI department LCW. | Total sales in DELI LCW. | 2
What are the total DELI sales LCW? | Total sales in the DELI department LCW. | Total sales in DELI LCW. | 2
What were my total sales in BAKERY LCW? | Total sales excluding BAKERY LCW. | Total sales in BAKERY LCW. | 2
What are the total sales in BAKERY LCW? | Total sales excluding BAKERY LCW. | Total sales in BAKERY LCW. | 2
What were my total BAKERY sales LCW? | Total sales excluding BAKERY LCW. | Total sales in BAKERY LCW. | 2
What are the total BAKERY sales LCW? | Total sales excluding BAKERY LCW. | Total sales in BAKERY LCW. | 2
What were my total sales in MEAT LCW? | Total sales excluding MEAT LCW. | Total sales in MEAT LCW. | 2
What are the total sales in MEAT LCW? | Total sales excluding MEAT LCW. | Total sales in MEAT LCW. | 2
What were my total MEAT sales LCW? | Total sales excluding MEAT LCW. | Total sales in MEAT LCW. | 2
What are the total MEAT sales LCW? | Total sales excluding MEAT LCW. | Total sales in MEAT LCW. | 2
What were my total sales in GROCERY LCW? | Total sales LCW. | Total sales in GROCERY LCW. | 2
What are the total sales in GROCERY LCW? | Total sales LCW. | Total sales in GROCERY LCW. | 2
What were my total GROCERY sales LCW? | Total sales excluding GROCERY LCW. | Total sales in GROCERY LCW. | 2
What are the total GROCERY sales LCW? | Total sales LCW. | Total sales in GROCERY LCW. | 2
What were my total sales in PHARMACY LCW? | Total sales excluding PHARMACY LCW. | Total sales in PHARMACY LCW. | 2
What are the total sales in PHARMACY LCW? | Total sales excluding PHARMACY LCW. | Total sales in PHARMACY LCW. | 2
What were my total PHARMACY sales LCW? | Total sales excluding PHARMACY LCW. | Total sales in PHARMACY LCW. | 2
What are the total PHARMACY sales LCW? | Total sales excluding PHARMACY LCW. | Total sales in PHARMACY LCW. | 2
What were my total sales in HBC LCW? | Total sales in the HBC department LCW. | Total sales in HBC LCW. | 2
What are the total sales in HBC LCW? | Total sales in the HBC department LCW. | Total sales in HBC LCW. | 2
What were my total HBC sales LCW? | Total sales in the HBC department LCW. | Total sales in HBC LCW. | 2
What are the total HBC sales LCW? | Total sales in the HBC department LCW. | Total sales in HBC LCW. | 2
What were my total sales in FLORAL this current Year to Date? | Total sales this current Year to Date. | Total sales in FLORAL this current Year to Date. | 2
What are the total sales in FLORAL this current Year to Date? | Total sales this current Year to Date. | Total sales in FLORAL this current Year to Date. | 2
What were my total FLORAL sales this current Year to Date? | Total sales in the FLORAL department this current Year to Date. | Total sales in FLORAL this current Year to Date. | 2
What are the total FLORAL sales this current Year to Date? | Total sales excluding FLORAL this current Year to Date. | Total sales in FLORAL this current Year to Date. | 2
What were my total sales in SEAFOOD this current Year to Date? | Total sales in the SEAFOOD department this current Year to Date. | Total sales in SEAFOOD this current Year to Date. | 2
What are the total sales in SEAFOOD this current Year to Date? | Total sales in the SEAFOOD department this current Year to Date. | Total sales in SEAFOOD this current Year to Date. | 2
What were my total SEAFOOD sales this current Year to Date? | Total sales in the SEAFOOD department this current Year to Date. | Total sales in SEAFOOD this current Year to Date. | 2
What are the total SEAFOOD sales this current Year to Date? | Total sales in the SEAFOOD department this current Year to Date. | Total sales in SEAFOOD this current Year to Date. | 2
What were my total sales in GM this current Year to Date? | Total sales excluding GM Last Complete Year. | Total sales in GM this current Year to Date. | 2
What are the total sales in GM this current Year to Date? | Total sales excluding GM this current Year to Date. | Total sales in GM this current Year to Date. | 2
What were my total GM sales this current Year to Date? | Total sales excluding GM Last Complete Year. | Total sales in GM this current Year to Date. | 2
What are the total GM sales this current Year to Date? | Total sales excluding GM this current Year to Date. | Total sales in GM this current Year to Date. | 2
What were my total sales in PRODUCE this current Year to Date? | Total sales this current Year to Date. | Total sales in PRODUCE this current Year to Date. | 2
What are the total sales in PRODUCE this current Year to Date? | Total sales this current Year to Date. | Total sales in PRODUCE this current Year to Date. | 2
What were my total PRODUCE sales this current Year to Date? | Total sales this current Year to Date. | Total sales in PRODUCE this current Year to Date. | 2
What are the total PRODUCE sales this current Year to Date? | Total sales this current Year to Date. | Total sales in PRODUCE this current Year to Date. | 2
What were my total sales in DELI this current Year to Date? | Total sales in store Delhi Last Complete Year. | Total sales in DELI this current Year to Date. | 2
What are the total sales in DELI this current Year to Date? | Total sales in store Delhi this current Year to Date. | Total sales in DELI this current Year to Date. | 2
What were my total DELI sales this current Year to Date? | Total sales in the DELI department Last Complete Year. | Total sales in DELI this current Year to Date. | 2
What are the total DELI sales this current Year to Date? | Total sales in the DELI department this current Year to Date. | Total sales in DELI this current Year to Date. | 2
What were my total sales in BAKERY this current Year to Date? | Total sales excluding BAKERY Last Complete Year. | Total sales in BAKERY this current Year to Date. | 2
What are the total sales in BAKERY this current Year to Date? | Total sales this current Year to Date. | Total sales in BAKERY this current Year to Date. | 2
What were my total BAKERY sales this current Year to Date? | Total sales excluding BAKERY Last Complete Year. | Total sales in BAKERY this current Year to Date. | 2
What are the total BAKERY sales this current Year to Date? | Total sales excluding BAKERY this current Year to Date. | Total sales in BAKERY this current Year to Date. | 2
What were my total sales in MEAT this current Year to Date? | Total sales excluding MEAT this current Year to Date. | Total sales in MEAT this current Year to Date. | 2
What are the total sales in MEAT this current Year to Date? | Total sales excluding MEAT this current Year to Date. | Total sales in MEAT this current Year to Date. | 2
What were my total MEAT sales this current Year to Date? | Total sales excluding MEAT this current Year to Date. | Total sales in MEAT this current Year to Date. | 2
What are the total MEAT sales this current Year to Date? | Total sales excluding MEAT this current Year to Date. | Total sales in MEAT this current Year to Date. | 2
What were my total sales in GROCERY this current Year to Date? | Total sales this current Year to Date. | Total sales in GROCERY this current Year to Date. | 2
What are the total sales in GROCERY this current Year to Date? | Total sales this current Year to Date. | Total sales in GROCERY this current Year to Date. | 2
What were my total GROCERY sales this current Year to Date? | Total sales this current Year to Date. | Total sales in GROCERY this current Year to Date. | 2
What are the total GROCERY sales this current Year to Date? | Total sales this current Year to Date. | Total sales in GROCERY this current Year to Date. | 2
What were my total sales in PHARMACY this current Year to Date? | Total sales excluding PHARMACY this current Year to Date. | Total sales in PHARMACY this current Year to Date. | 2
What are the total sales in PHARMACY this current Year to Date? | Total sales excluding PHARMACY this current Year to Date. | Total sales in PHARMACY this current Year to Date. | 2
What were my total PHARMACY sales this current Year to Date? | Total sales excluding PHARMACY this current Year to Date. | Total sales in PHARMACY this current Year to Date. | 2
What are the total PHARMACY sales this current Year to Date? | Total sales excluding PHARMACY this current Year to Date. | Total sales in PHARMACY this current Year to Date. | 2
What were my total sales in HBC this current Year to Date? | Total sales in the HBC department this current Year to Date. | Total sales in HBC this current Year to Date. | 2
What are the total sales in HBC this current Year to Date? | Total sales in the HBC department this current Year to Date. | Total sales in HBC this current Year to Date. | 2
What were my total HBC sales this current Year to Date? | Total sales in the HBC department this current Year to Date. | Total sales in HBC this current Year to Date. | 2
What are the total HBC sales this current Year to Date? | Total sales excluding HBC this current Year to Date. | Total sales in HBC this current Year to Date. | 2
What were my total sales in FLORAL YTD? | Total sales excluding FLORAL Last Week. | Total sales in FLORAL YTD. | 2
What are the total sales in FLORAL YTD? | Total sales excluding FLORAL YTD. | Total sales in FLORAL YTD. | 2
What were my total FLORAL sales YTD? | Total sales in the FLORAL department Last Week. | Total sales in FLORAL YTD. | 2
What are the total FLORAL sales YTD? | Total sales excluding FLORAL this current Week To Date. | Total sales in FLORAL YTD. | 2
